HomeTeam,AwayTeam,FTHG,FTAG,FTR
Fortaleza,Gremio,1,0,H
Corinthians,Fluminense,1,0,H
Internacional,America-MG,3,1,H
Cuiaba,Sport,1,0,H
Sao Paulo,Ceara,1,1,D
Chapecoense,Fortaleza,1,2,A
America-MG,Bahia,0,0,D
Athletico-PR,Fluminense,0,1,A
Palmeiras,Internacional,1,0,H
Ceara,Bragantino,2,2,D
Gremio,Juventude,3,2,H
Atletico-GO,Atletico-MG,2,1,H
Sport,Santos,0,0,D
Flamengo,Cuiaba,0,0,D
Sao Paulo,Corinthians,1,0,H
Ceara,Palmeiras,1,2,A
Internacional,Bragantino,1,1,D
Santos,America-MG,0,2,A
Juventude,Ceara,0,0,D
Fluminense,Flamengo,3,1,H
Fortaleza,Athletico-PR,3,0,H
Internacional,Corinthians,2,2,D
Atletico-MG,Cuiaba,2,1,H
Bragantino,Sao Paulo,1,0,H
Bahia,Chapecoense,3,0,H
Atletico-GO,Gremio,2,0,H
Palmeiras,Sport,2,1,H
Santos,Fluminense,2,0,H
Bahia,Ceara,1,1,D
Bragantino,Sport,3,0,H
Athletico-PR,Santos,0,1,A
Flamengo,Atletico-MG,1,0,H
Juventude,Bahia,0,0,D
America-MG,Fortaleza,2,1,H
Gremio,Palmeiras,1,3,A
Ceara,Fluminense,1,0,H
Sao Paulo,Internacional,1,0,H
Sport,Atletico-GO,2,0,H
Cuiaba,Bragantino,1,0,H
Corinthians,Chapecoense,1,0,H
Athletico-PR,Flamengo,2,2,D
Atletico-MG,Gremio,2,1,H
Cuiaba,Chapecoense,0,0,D
Flamengo,Atletico-GO,2,0,H
Corinthians,Fortaleza,1,0,H
Internacional,Gremio,1,0,H
Fluminense,Sport,1,0,H
Santos,Palmeiras,0,2,A
Bragantino,Athletico-PR,0,2,A
Atletico-MG,America-MG,1,0,H
Bahia,Sao Paulo,1,0,H
Ceara,Cuiaba,1,0,H
Chapecoense,Flamengo,2,2,D
Gremio,Fluminense,1,0,H
Athletico-PR,Ceara,2,1,H
Santos,Bragantino,2,0,H
Atletico-MG,Corinthians,3,0,H
Palmeiras,Atletico-GO,4,0,H
Juventude,Internacional,2,1,H
Fortaleza,Sao Paulo,1,1,D
Sport,America-MG,2,3,A
Flamengo,Bahia,3,0,H
America-MG,Gremio,3,1,H
Atletico-GO,Santos,0,0,D
Bragantino,Fortaleza,3,0,H
Internacional,Athletico-PR,2,1,H
Corinthians,Cuiaba,3,2,H
Sao Paulo,Flamengo,0,4,A
Fluminense,Palmeiras,2,1,H
Ceara,Sport,2,1,H
Chapecoense,Juventude,0,2,A
Athletico-PR,Atletico-MG,0,1,A
Gremio,Bragantino,3,0,H
America-MG,Atletico-GO,0,0,D
Santos,Chapecoense,2,0,H
Cuiaba,Internacional,1,0,H
Fortaleza,Ceara,0,4,A
Palmeiras,Sao Paulo,0,2,A
Juventude,Fluminense,1,0,H
Flamengo,Corinthians,1,0,H
Sport,Bahia,1,0,H
Atletico-MG,Juventude,2,0,H
Chapecoense,Gremio,1,3,A
Fortaleza,Palmeiras,1,0,H
Atletico-GO,Ceara,1,1,D
Internacional,Flamengo,1,2,A
Corinthians,Santos,2,0,H
Fluminense,America-MG,2,0,H
Bahia,Cuiaba,0,0,D
Gremio,Flamengo,2,2,D
Atletico-GO,Juventude,1,1,D
Palmeiras,Atletico-MG,2,2,D
Sao Paulo,Athletico-PR,0,0,D
Fluminense,Internacional,1,0,H
Santos,Fortaleza,2,0,H
Ceara,Corinthians,2,1,H
Bahia,Gremio,3,1,H
Bragantino,America-MG,1,1,D
Sao Paulo,Sport,2,0,H
Corinthians,Athletico-PR,1,0,H
Atletico-MG,Fluminense,2,1,H
Internacional,Santos,1,1,D
Atletico-GO,Bahia,2,1,H
Juventude,Bragantino,1,0,H
America-MG,Chapecoense,3,0,H
Flamengo,Ceara,2,1,H
Cuiaba,Palmeiras,1,3,A
Bahia,Atletico-MG,2,3,A
Gremio,Sao Paulo,3,0,H
Athletico-PR,Cuiaba,1,0,H
Sport,Flamengo,1,1,D
Chapecoense,Atletico-GO,0,1,A
Fortaleza,Juventude,1,0,H
Bahia,Fluminense,2,0,H
Atletico-MG,Bragantino,4,3,H
Corinthians,Gremio,1,1,D
Ceara,America-MG,0,0,D
Athletico-PR,Palmeiras,0,0,D
Sao Paulo,Juventude,3,1,H
Cuiaba,Fortaleza,1,0,H
Internacional,Atletico-GO,1,2,A
Flamengo,Santos,0,1,A
Chapecoense,Sport,0,1,A
Sport,Athletico-PR,1,1,D
Fortaleza,Bahia,2,1,H
Atletico-GO,Flamengo,2,0,H
Palmeiras,Ceara,1,0,H
Fluminense,Chapecoense,3,0,H
America-MG,Sao Paulo,2,0,H
Bragantino,Internacional,1,0,H
Juventude,Corinthians,1,0,H
Gremio,Atletico-MG,4,3,H
Santos,Cuiaba,1,1,D
Fluminense,Santos,0,0,D
Atletico-GO,Flamengo,1,1,D
Palmeiras,Ceara,2,3,A
Coritiba,Goias,3,0,H
Botafogo-RJ,Corinthians,1,3,A
Atletico-MG,Internacional,2,0,H
Fortaleza,Cuiaba,0,1,A
Avai,America-MG,1,0,H
Sao Paulo,Athletico-PR,4,0,H
Juventude,Bragantino,2,2,D
Goias,Palmeiras,1,1,D
Corinthians,Avai,3,0,H
America-MG,Juventude,4,1,H
Cuiaba,Fluminense,0,1,A
Santos,Coritiba,2,1,H
Flamengo,Sao Paulo,3,1,H
Athletico-PR,Atletico-MG,0,1,A
Internacional,Fortaleza,2,1,H
Bragantino,Atletico-GO,4,0,H
Ceara,Botafogo-RJ,1,3,A
Flamengo,Palmeiras,0,0,D
Bragantino,Sao Paulo,1,1,D
Athletico-PR,Flamengo,1,0,H
Palmeiras,Corinthians,3,0,H
Fluminense,Internacional,0,1,A
Atletico-MG,Coritiba,2,2,D
Santos,America-MG,3,0,H
Juventude,Cuiaba,0,1,A
Atletico-GO,Botafogo-RJ,1,1,D
Avai,Goias,3,2,H
America-MG,Athletico-PR,1,0,H
Ceara,Bragantino,0,1,A
Goias,Atletico-MG,2,2,D
Cuiaba,Atletico-GO,1,1,D
Botafogo-RJ,Juventude,1,1,D
Corinthians,Fortaleza,1,0,H
Coritiba,Fluminense,3,2,H
Internacional,Avai,0,0,D
Sao Paulo,Santos,2,1,H
Atletico-MG,America-MG,1,2,A
Athletico-PR,Ceara,1,0,H
Flamengo,Botafogo-RJ,0,1,A
Palmeiras,Fluminense,1,1,D
Atletico-GO,Goias,0,1,A
Bragantino,Corinthians,0,1,A
Santos,Cuiaba,4,1,H
Fortaleza,Sao Paulo,1,1,D
Juventude,Internacional,1,1,D
Avai,Coritiba,2,1,H
Bragantino,Atletico-MG,1,1,D
Palmeiras,Bragantino,2,0,H
Ceara,Flamengo,2,2,D
Atletico-MG,Atletico-GO,2,0,H
Internacional,Corinthians,2,2,D
Fluminense,Athletico-PR,2,1,H
Sao Paulo,Cuiaba,2,1,H
Coritiba,America-MG,1,0,H
Botafogo-RJ,Fortaleza,3,1,H
Avai,Juventude,1,2,A
Goias,Santos,1,0,H
Atletico-GO,Coritiba,2,0,H
Flamengo,Goias,1,0,H
Santos,Ceara,0,0,D
Juventude,Palmeiras,0,3,A
Cuiaba,Internacional,1,1,D
America-MG,Botafogo-RJ,1,1,D
Fortaleza,Fluminense,0,1,A
Corinthians,Sao Paulo,1,1,D
Athletico-PR,Avai,2,1,H
Goias,Bragantino,1,1,D
Sao Paulo,Ceara,2,2,D
Fortaleza,Juventude,1,1,D
Santos,Palmeiras,0,1,A
Coritiba,Botafogo-RJ,1,0,H
Cuiaba,Athletico-PR,0,1,A
Corinthians,America-MG,1,1,D
Fluminense,Flamengo,1,2,A
Atletico-MG,Avai,2,1,H
Internacional,Atletico-GO,1,1,D
Fortaleza,Ceara,0,1,A
America-MG,Cuiaba,2,1,H
Ceara,Coritiba,1,1,D
Athletico-PR,Santos,2,2,D
Avai,Sao Paulo,1,1,D
Atletico-GO,Corinthians,0,1,A
Juventude,Fluminense,1,0,H
Flamengo,Fortaleza,1,2,A
Palmeiras,Atletico-MG,0,0,D
Bragantino,Internacional,0,2,A
Botafogo-RJ,Goias,1,2,A
Cuiaba,Corinthians,1,0,H
America-MG,Ceara,0,2,A
Juventude,Athletico-PR,1,3,A
Atletico-GO,Avai,2,1,H
Bragantino,Flamengo,1,0,H
Fluminense,Atletico-MG,5,3,H
Santos,Internacional,1,1,D
Palmeiras,Botafogo-RJ,4,0,H
Coritiba,Sao Paulo,1,1,D
Fortaleza,Goias,1,1,D
Corinthians,Juventude,2,0,H
Atletico-MG,Santos,1,1,D
Cuiaba,Bragantino,1,1,D
Fluminense,Atletico-GO,0,2,A
Internacional,Flamengo,3,1,H
Goias,Ceara,1,1,D
Sao Paulo,America-MG,1,0,H
Coritiba,Palmeiras,0,2,A
Fortaleza,Athletico-PR,0,0,D
Botafogo-RJ,Avai,0,1,A
Juventude,Santos,1,2,A
Ceara,Atletico-MG,0,0,D
Bragantino,Coritiba,4,2,H
Goias,Internacional,1,2,A
Flamengo,Cuiaba,2,0,H
America-MG,Fluminense,0,0,D
Athletico-PR,Corinthians,1,1,D
Botafogo-RJ,Sao Paulo,1,0,H
Palmeiras,Atletico-GO,4,2,H
Avai,Fortaleza,3,2,H
Cuiaba,Ceara,0,0,D
Santos,Bragantino,2,2,D
Atletico-MG,Flamengo,2,0,H
Coritiba,Athletico-PR,0,1,A
Corinthians,Goias,1,0,H
Internacional,Botafogo-RJ,2,3,A
Fortaleza,America-MG,1,0,H
Atletico-GO,Juventude,3,1,H
Fluminense,Avai,2,0,H
Sao Paulo,Palmeiras,1,2,A
Internacional,Coritiba,3,0,H
Athletico-PR,Bragantino,4,2,H
Flamengo,America-MG,3,0,H
Corinthians,Santos,0,0,D
Atletico-MG,Fortaleza,3,2,H
Avai,Palmeiras,2,2,D
Botafogo-RJ,Fluminense,0,1,A
Goias,Cuiaba,1,0,H
Ceara,Atletico-GO,1,1,D
Sao Paulo,Juventude,0,0,D
Juventude,Atletico-MG,1,2,A
Fluminense,Corinthians,4,0,H
Santos,Flamengo,1,2,A
Ceara,Internacional,1,1,D
Palmeiras,Athletico-PR,0,2,A
Avai,Cuiaba,1,2,A
Atletico-GO,Sao Paulo,1,2,A
America-MG,Goias,1,0,H
Coritiba,Fortaleza,2,1,H
Bragantino,Botafogo-RJ,0,1,A
Bragantino,Avai,4,0,H
Fluminense,Ceara,2,1,H
Goias,Athletico-PR,2,1,H
Coritiba,Juventude,2,2,D
Corinthians,Flamengo,1,0,H
Fortaleza,Palmeiras,0,0,D
Atletico-MG,Sao Paulo,0,0,D
Santos,Atletico-GO,1,0,H
Cuiaba,Botafogo-RJ,2,0,H
Internacional,America-MG,1,0,H
Athletico-PR,Internacional,0,0,D
Flamengo,Coritiba,2,0,H
Avai,Santos,1,0,H
Ceara,Corinthians,3,1,H
Juventude,Goias,0,0,D
Sao Paulo,Fluminense,2,2,D
Atletico-GO,Fortaleza,0,1,A
Botafogo-RJ,Atletico-MG,0,1,A
America-MG,Bragantino,0,3,A
Palmeiras,Cuiaba,1,0,H
Ceara,Avai,1,0,H
Goias,Fluminense,2,3,A
Bragantino,Fortaleza,2,1,H
Athletico-PR,Atletico-GO,4,1,H
Flamengo,Juventude,4,0,H
Internacional,Sao Paulo,3,3,D
Santos,Botafogo-RJ,2,0,H
Corinthians,Coritiba,3,1,H
Cuiaba,Atletico-MG,1,1,D
America-MG,Palmeiras,0,1,A
Sao Paulo,Goias,3,3,D
Botafogo-RJ,Athletico-PR,2,0,H
Avai,Flamengo,1,2,A
Palmeiras,Internacional,2,1,H
Juventude,Ceara,1,0,H
Fluminense,Bragantino,2,1,H
Atletico-GO,America-MG,0,1,A
Atletico-MG,Corinthians,1,2,A
Fortaleza,Santos,0,0,D
Coritiba,Cuiaba,1,0,H
Goias,Coritiba,1,0,H
Ceara,Palmeiras,1,2,A
Corinthians,Botafogo-RJ,1,0,H
Flamengo,Atletico-GO,4,1,H
Internacional,Atletico-MG,3,0,H
Athletico-PR,Sao Paulo,1,0,H
Cuiaba,Fortaleza,0,1,A
America-MG,Avai,3,1,H
Bragantino,Juventude,1,0,H
Santos,Fluminense,2,2,D
Juventude,America-MG,0,1,A
Botafogo-RJ,Ceara,1,1,D
Atletico-GO,Bragantino,2,1,H
Avai,Corinthians,1,1,D
Sao Paulo,Flamengo,0,2,A
Fluminense,Cuiaba,1,0,H
Palmeiras,Goias,3,0,H
Fortaleza,Internacional,3,0,H
Atletico-MG,Athletico-PR,2,3,A
Coritiba,Santos,1,2,A
Goias,Avai,1,1,D
Corinthians,Palmeiras,0,1,A
Cuiaba,Juventude,1,0,H
Botafogo-RJ,Atletico-GO,0,0,D
Coritiba,Atletico-MG,0,1,A
Ceara,Fortaleza,0,1,A
Flamengo,Athletico-PR,5,0,H
Sao Paulo,Bragantino,3,0,H
America-MG,Santos,1,0,H
Internacional,Fluminense,3,0,H
Atletico-MG,Goias,0,1,A
Fluminense,Coritiba,5,2,H
Juventude,Botafogo-RJ,2,2,D
Palmeiras,Flamengo,1,1,D
Athletico-PR,America-MG,1,1,D
Atletico-GO,Cuiaba,1,1,D
Fortaleza,Corinthians,1,0,H
Bragantino,Ceara,1,1,D
Santos,Sao Paulo,1,0,H
Avai,Internacional,0,1,A
Goias,Atletico-GO,2,1,H
Coritiba,Avai,1,0,H
Fluminense,Palmeiras,1,1,D
Ceara,Athletico-PR,0,0,D
America-MG,Atletico-MG,1,1,D
Sao Paulo,Fortaleza,0,1,A
Botafogo-RJ,Flamengo,0,1,A
Cuiaba,Santos,0,0,D
Internacional,Juventude,4,0,H
Corinthians,Bragantino,1,0,H
Juventude,Avai,1,1,D
Bragantino,Palmeiras,2,2,D
Athletico-PR,Fluminense,1,0,H
America-MG,Coritiba,2,0,H
Flamengo,Ceara,1,1,D
Corinthians,Internacional,2,2,D
Fortaleza,Botafogo-RJ,1,3,A
Atletico-GO,Atletico-MG,0,2,A
Cuiaba,Sao Paulo,1,1,D
Santos,Goias,1,2,A
Atletico-MG,Bragantino,1,1,D
Ceara,Santos,2,1,H
Internacional,Cuiaba,1,0,H
Fluminense,Fortaleza,2,1,H
Palmeiras,Juventude,2,1,H
Avai,Athletico-PR,1,1,D
Botafogo-RJ,America-MG,0,0,D
Coritiba,Atletico-GO,2,0,H
Sao Paulo,Corinthians,1,1,D
Goias,Flamengo,1,1,D
Avai,Atletico-MG,1,0,H
Botafogo-RJ,Coritiba,2,0,H
Bragantino,Goias,1,1,D
Ceara,Sao Paulo,0,2,A
Flamengo,Fluminense,1,2,A
Juventude,Fortaleza,1,1,D
America-MG,Corinthians,1,0,H
Palmeiras,Santos,1,0,H
Athletico-PR,Cuiaba,2,2,D
Atletico-GO,Internacional,1,2,A
Sao Paulo,Avai,4,0,H
Santos,Athletico-PR,2,0,H
Fortaleza,Flamengo,3,2,H
Corinthians,Atletico-GO,2,1,H
Fluminense,Juventude,4,0,H
Coritiba,Ceara,1,0,H
Cuiaba,America-MG,2,1,H
Goias,Botafogo-RJ,0,1,A
Internacional,Bragantino,0,0,D
Atletico-MG,Palmeiras,0,1,A
Atletico-MG,Fluminense,2,0,H
Ceara,America-MG,1,2,A
Internacional,Santos,1,0,H
Avai,Atletico-GO,1,2,A
Athletico-PR,Juventude,2,0,H
Flamengo,Bragantino,4,1,H
Goias,Fortaleza,0,1,A
Corinthians,Cuiaba,2,0,H
Botafogo-RJ,Palmeiras,1,3,A
Juventude,Corinthians,2,2,D
Atletico-GO,Fluminense,3,2,H
Ceara,Goias,1,1,D
Bragantino,Cuiaba,2,1,H
Athletico-PR,Fortaleza,1,1,D
Flamengo,Internacional,0,0,D
Santos,Atletico-MG,1,2,A
Palmeiras,Coritiba,4,0,H
Avai,Botafogo-RJ,1,2,A
America-MG,Sao Paulo,1,2,A
Cuiaba,Flamengo,1,2,A
Corinthians,Athletico-PR,2,1,H
Internacional,Goias,4,2,H
Fortaleza,Avai,2,0,H
Sao Paulo,Botafogo-RJ,0,1,A
Coritiba,Bragantino,2,1,H
Atletico-MG,Ceara,0,0,D
Fluminense,America-MG,0,2,A
Atletico-GO,Palmeiras,1,1,D
Santos,Juventude,4,1,H
Flamengo,Atletico-MG,1,0,H
America-MG,Fortaleza,1,2,A
Palmeiras,Sao Paulo,0,0,D
Ceara,Cuiaba,1,1,D
Juventude,Atletico-GO,1,1,D
Botafogo-RJ,Internacional,0,1,A
Avai,Fluminense,0,3,A
Athletico-PR,Coritiba,1,0,H
Bragantino,Santos,0,2,A
Sao Paulo,Coritiba,3,1,H
Bragantino,Athletico-PR,4,2,H
America-MG,Flamengo,1,2,A
Santos,Corinthians,0,1,A
Palmeiras,Avai,3,0,H
Juventude,Sao Paulo,1,2,A
Fluminense,Botafogo-RJ,2,2,D
Atletico-GO,Ceara,1,0,H
Cuiaba,Goias,1,2,A
Coritiba,Internacional,1,1,D
Fortaleza,Atletico-MG,0,0,D
Flamengo,Santos,3,2,H
Athletico-PR,Palmeiras,1,3,A
Botafogo-RJ,Bragantino,2,1,H
Internacional,Ceara,2,1,H
Goias,America-MG,2,2,D
Corinthians,Fluminense,0,2,A
Fortaleza,Coritiba,3,1,H
Sao Paulo,Atletico-GO,2,1,H
Atletico-MG,Juventude,1,0,H
Cuiaba,Avai,1,0,H
Goias,Corinthians,0,0,D
Ceara,Fluminense,0,1,A
Botafogo-RJ,Cuiaba,0,2,A
Sao Paulo,Atletico-MG,2,2,D
Athletico-PR,Goias,3,2,H
America-MG,Internacional,1,0,H
Atletico-GO,Santos,2,3,A
Juventude,Coritiba,0,1,A
Avai,Bragantino,1,2,A
Flamengo,Corinthians,1,2,A
Palmeiras,Fortaleza,4,0,H
Fluminense,Sao Paulo,3,1,H
Santos,Avai,1,1,D
Bragantino,America-MG,1,4,A
Goias,Juventude,1,0,H
Corinthians,Ceara,1,0,H
Internacional,Athletico-PR,2,0,H
Fortaleza,Atletico-GO,1,1,D
Coritiba,Flamengo,1,0,H
Cuiaba,Palmeiras,1,1,D
Atletico-MG,Botafogo-RJ,0,2,A
Sao Paulo,Internacional,0,1,A
Fluminense,Goias,3,0,H
Coritiba,Corinthians,2,2,D
Avai,Ceara,2,0,H
Fortaleza,Bragantino,6,0,H
Atletico-GO,Athletico-PR,1,1,D
Juventude,Flamengo,2,2,D
Palmeiras,America-MG,2,1,H
Atletico-MG,Cuiaba,3,0,H
Botafogo-RJ,Santos,3,0,H
Flamengo,Avai,1,2,A
Athletico-PR,Botafogo-RJ,3,0,H
Ceara,Juventude,4,1,H
America-MG,Atletico-GO,1,1,D
Santos,Fortaleza,0,2,A
Cuiaba,Coritiba,2,1,H
Bragantino,Fluminense,0,1,A
Corinthians,Atletico-MG,0,1,A
Internacional,Palmeiras,3,0,H
Goias,Sao Paulo,0,4,A
Palmeiras,Cuiaba,2,1,H
America-MG,Fluminense,0,3,A
Bragantino,Bahia,2,1,H
Athletico-PR,Goias,2,0,H
Fortaleza,Internacional,1,1,D
Botafogo-RJ,Sao Paulo,2,1,H
Atletico-MG,Vasco,1,2,A
Flamengo,Coritiba,3,0,H
Corinthians,Cruzeiro,2,1,H
Gremio,Santos,1,0,H
Fluminense,Athletico-PR,2,0,H
Cuiaba,Bragantino,1,1,D
Sao Paulo,America-MG,3,0,H
Cruzeiro,Gremio,1,0,H
Internacional,Flamengo,2,1,H
Santos,Atletico-MG,0,0,D
Vasco,Palmeiras,2,2,D
Coritiba,Fortaleza,0,3,A
Goias,Corinthians,3,1,H
Bahia,Botafogo-RJ,1,2,A
Coritiba,Sao Paulo,1,1,D
Fortaleza,Fluminense,4,2,H
Palmeiras,Corinthians,2,1,H
Santos,America-MG,3,2,H
Bragantino,Cruzeiro,0,3,A
Atletico-MG,Athletico-PR,2,1,H
Flamengo,Botafogo-RJ,2,3,A
Cuiaba,Gremio,1,2,A
Internacional,Goias,1,0,H
Vasco,Bahia,0,1,A
Cruzeiro,Santos,2,1,H
Fluminense,Vasco,1,1,D
America-MG,Cuiaba,1,2,A
Bahia,Coritiba,3,1,H
Athletico-PR,Flamengo,2,1,H
Sao Paulo,Internacional,2,0,H
Gremio,Bragantino,3,3,D
Botafogo-RJ,Atletico-MG,2,0,H
Goias,Palmeiras,0,5,A
Corinthians,Fortaleza,1,1,D
Santos,Bahia,3,0,H
Internacional,Athletico-PR,0,2,A
Bragantino,America-MG,2,2,D
Cuiaba,Atletico-MG,0,4,A
Flamengo,Goias,2,0,H
Cruzeiro,Fluminense,0,2,A
Palmeiras,Gremio,4,1,H
Coritiba,Vasco,1,1,D
Botafogo-RJ,Corinthians,3,0,H
Fortaleza,Sao Paulo,0,0,D
Bahia,Flamengo,2,3,A
Fluminense,Cuiaba,2,0,H
Palmeiras,Bragantino,1,1,D
Atletico-MG,Internacional,2,0,H
Gremio,Fortaleza,0,0,D
Vasco,Santos,0,1,A
Corinthians,Sao Paulo,1,1,D
Athletico-PR,Coritiba,3,2,H
America-MG,Cruzeiro,0,4,A
Goias,Botafogo-RJ,2,1,H
Bahia,Goias,1,1,D
Bragantino,Athletico-PR,2,0,H
Sao Paulo,Vasco,4,2,H
America-MG,Fortaleza,2,1,H
Botafogo-RJ,Fluminense,1,0,H
Coritiba,Atletico-MG,1,2,A
Santos,Palmeiras,0,0,D
Flamengo,Corinthians,1,0,H
Gremio,Internacional,3,1,H
Cruzeiro,Cuiaba,0,1,A
Athletico-PR,Gremio,1,2,A
Fortaleza,Vasco,2,0,H
Flamengo,Cruzeiro,1,1,D
Cuiaba,Coritiba,1,1,D
Sao Paulo,Goias,2,1,H
Internacional,Bahia,2,0,H
Corinthians,Fluminense,2,0,H
Bragantino,Santos,2,0,H
Atletico-MG,Palmeiras,1,1,D
Botafogo-RJ,America-MG,2,0,H
Fortaleza,Bahia,0,0,D
Athletico-PR,Botafogo-RJ,1,0,H
Cruzeiro,Atletico-MG,0,1,A
America-MG,Corinthians,2,0,H
Santos,Internacional,1,1,D
Fluminense,Bragantino,2,1,H
Gremio,Sao Paulo,2,1,H
Goias,Cuiaba,0,1,A
Palmeiras,Coritiba,3,1,H
Vasco,Flamengo,1,4,A
Coritiba,Santos,0,0,D
Atletico-MG,Bragantino,1,1,D
Bahia,Cruzeiro,2,2,D
Corinthians,Cuiaba,1,1,D
Botafogo-RJ,Fortaleza,2,0,H
America-MG,Athletico-PR,2,2,D
Sao Paulo,Palmeiras,0,2,A
Internacional,Vasco,2,1,H
Flamengo,Gremio,3,0,H
Goias,Fluminense,2,2,D
Cruzeiro,Fortaleza,0,1,A
Sao Paulo,Athletico-PR,2,1,H
Santos,Corinthians,0,2,A
Fluminense,Atletico-MG,1,1,D
Bahia,Palmeiras,1,0,H
Gremio,America-MG,3,1,H
Cuiaba,Botafogo-RJ,0,1,A
Vasco,Goias,0,1,A
Coritiba,Internacional,0,1,A
Bragantino,Flamengo,4,0,H
Athletico-PR,Corinthians,1,0,H
Fluminense,Bahia,2,1,H
Fortaleza,Atletico-MG,2,1,H
Cruzeiro,Sao Paulo,1,0,H
Palmeiras,Botafogo-RJ,0,1,A
Gremio,Coritiba,5,1,H
Bragantino,Goias,2,0,H
America-MG,Internacional,1,2,A
Santos,Flamengo,2,3,A
Vasco,Cuiaba,1,0,H
Sao Paulo,Fluminense,1,0,H
Flamengo,Fortaleza,2,0,H
Bahia,Gremio,1,2,A
Internacional,Cruzeiro,0,0,D
Corinthians,Bragantino,0,1,A
Botafogo-RJ,Vasco,2,0,H
Atletico-MG,America-MG,2,2,D
Athletico-PR,Palmeiras,2,2,D
Cuiaba,Santos,3,0,H
Goias,Coritiba,1,2,A
Cuiaba,Bahia,1,1,D
Vasco,Cruzeiro,0,1,A
Atletico-MG,Corinthians,0,1,A
Coritiba,America-MG,3,1,H
Palmeiras,Flamengo,1,1,D
Santos,Goias,4,3,H
Bragantino,Sao Paulo,0,0,D
Fluminense,Internacional,2,0,H
Fortaleza,Athletico-PR,1,0,H
Gremio,Botafogo-RJ,0,2,A
Botafogo-RJ,Bragantino,2,0,H
Cruzeiro,Coritiba,0,0,D
Fortaleza,Cuiaba,0,1,A
Fluminense,Flamengo,0,0,D
Sao Paulo,Santos,4,1,H
Athletico-PR,Bahia,2,0,H
Internacional,Palmeiras,0,0,D
Goias,Atletico-MG,0,0,D
Palmeiras,Fortaleza,3,1,H
Flamengo,America-MG,1,1,D
Cuiaba,Sao Paulo,2,1,H
Bahia,Corinthians,0,0,D
Gremio,Atletico-MG,1,0,H
Bragantino,Internacional,0,0,D
Cruzeiro,Goias,0,1,A
Santos,Botafogo-RJ,2,2,D
Vasco,Athletico-PR,0,2,A
Coritiba,Fluminense,2,0,H
Fluminense,Santos,1,0,H
Athletico-PR,Cruzeiro,3,3,D
Internacional,Cuiaba,1,2,A
Fortaleza,Bragantino,0,3,A
Corinthians,Vasco,3,1,H
Atletico-MG,Flamengo,1,2,A
Sao Paulo,Bahia,0,0,D
America-MG,Palmeiras,1,4,A
Botafogo-RJ,Coritiba,4,1,H
Goias,Gremio,1,1,D
Santos,Athletico-PR,1,1,D
Goias,Fortaleza,1,0,H
Internacional,Corinthians,2,2,D
Fluminense,Palmeiras,2,1,H
Vasco,Gremio,1,0,H
Sao Paulo,Atletico-MG,0,2,A
Coritiba,Bragantino,0,1,A
Cruzeiro,Botafogo-RJ,0,0,D
Bahia,America-MG,3,1,H
Cuiaba,Flamengo,3,0,H
Botafogo-RJ,Internacional,3,1,H
Atletico-MG,Bahia,1,0,H
America-MG,Goias,0,1,A
Gremio,Fluminense,2,1,H
Corinthians,Coritiba,3,1,H
Fortaleza,Santos,4,0,H
Flamengo,Sao Paulo,1,1,D
Palmeiras,Cruzeiro,1,0,H
Bragantino,Vasco,1,1,D
Athletico-PR,Cuiaba,2,0,H
Internacional,Fortaleza,0,1,A
Sao Paulo,Botafogo-RJ,0,0,D
Cuiaba,Palmeiras,0,2,A
Fluminense,America-MG,3,1,H
Cruzeiro,Corinthians,1,1,D
Vasco,Atletico-MG,1,0,H
Bahia,Bragantino,4,0,H
Santos,Gremio,2,1,H
Coritiba,Flamengo,2,3,A
Goias,Athletico-PR,1,1,D
Flamengo,Internacional,0,0,D
Corinthians,Goias,1,1,D
Bragantino,Cuiaba,2,0,H
Botafogo-RJ,Bahia,3,0,H
America-MG,Sao Paulo,2,1,H
Atletico-MG,Santos,2,0,H
Palmeiras,Vasco,1,0,H
Fortaleza,Coritiba,3,1,H
Athletico-PR,Fluminense,2,2,D
Gremio,Cruzeiro,3,0,H
Goias,Internacional,0,0,D
Athletico-PR,Atletico-MG,1,1,D
Botafogo-RJ,Flamengo,1,2,A
Gremio,Cuiaba,2,0,H
Fluminense,Fortaleza,1,0,H
Corinthians,Palmeiras,0,0,D
Bahia,Vasco,1,1,D
Cruzeiro,Bragantino,0,0,D
America-MG,Santos,2,0,H
Flamengo,Athletico-PR,0,3,A
Internacional,Sao Paulo,2,1,H
Santos,Cruzeiro,0,3,A
Fortaleza,Corinthians,2,1,H
Coritiba,Bahia,2,4,A
Bragantino,Gremio,2,0,H
Cuiaba,America-MG,2,2,D
Palmeiras,Goias,1,0,H
Vasco,Fluminense,4,2,H
Atletico-MG,Botafogo-RJ,1,0,H
Corinthians,Gremio,4,4,D
Bahia,Santos,1,2,A
America-MG,Bragantino,0,2,A
Goias,Flamengo,0,0,D
Fluminense,Cruzeiro,1,0,H
Sao Paulo,Fortaleza,1,2,A
Vasco,Coritiba,5,1,H
Athletico-PR,Internacional,2,1,H
Gremio,Palmeiras,1,0,H
Corinthians,Botafogo-RJ,1,0,H
Atletico-MG,Cuiaba,1,0,H
America-MG,Vasco,0,1,A
Sao Paulo,Coritiba,2,1,H
Flamengo,Bahia,1,0,H
Fortaleza,Gremio,1,1,D
Sao Paulo,Corinthians,2,1,H
